date,home,away,conference_game,attendance,lead_changes,times_tied,arena_capacity,points,rank,first_half_points,second_half_points,fgm,fga,fg_perc,threes_made,threes_attempted,threes_pct,twos_made,twos_attempted,twos_pct,block_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,total_turnovers,personal_rebounds,player_turnovers,neutral_site,refs,game_time_zone,normal_tz,opp_tz,foulouts,team_tech_fouls,coach_tech_fouls
2022-11-08,0,1,False,6729,2,2,12100,83,0,44,39,29,61,47.5,14,35,40.0,15,26,57.7,2,11,16,68.8,12,23,20,4,2,2.5,21,0,7,15,0,12,3,0,0,30,3,1,38,8,35,8,,[],US/Eastern,US/Eastern,US/Eastern,1,0,0
2022-11-15,0,1,False,2369,1,1,10411,68,0,38,30,23,51,45.1,9,27,33.3,14,24,58.3,0,13,16,81.3,6,20,14,1,2,2.33,9,0,2,6,0,2,3,0,0,24,1,2,29,6,26,6,,[],US/Eastern,US/Eastern,US/Eastern,,,
2022-11-18,1,0,False,,3,1,2500,78,0,37,41,27,64,42.2,12,29,41.4,15,35,42.9,0,12,20,60.0,10,23,13,6,5,1.86,16,0,12,14,0,8,12,0,0,30,6,6,45,7,33,7,True,[],,US/Eastern,US/Eastern,,,
