date,home,away,conference_game,attendance,lead_changes,times_tied,arena_capacity,points,rank,first_half_points,second_half_points,fgm,fga,fg_perc,threes_made,threes_attempted,threes_pct,twos_made,twos_attempted,twos_pct,block_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,total_turnovers,personal_rebounds,player_turnovers,neutral_site,refs,game_time_zone,normal_tz,opp_tz,foulouts,team_tech_fouls,coach_tech_fouls
2022-11-08,0,1,False,4006,2,4,5100,78,0,31,47,29,59,49.2,9,26,34.6,20,33,60.6,0,11,17,64.7,11,22,17,7,3,0.81,27,0,7,13,0,14,4,0,0,36,2,2,37,21,33,21,,[],US/Eastern,US/Eastern,US/Eastern,,,
2022-11-11,1,0,False,2755,0,0,10928,93,0,47,46,41,65,63.1,7,23,30.4,34,42,81.0,0,4,5,80.0,8,31,21,2,6,2.63,10,0,2,10,0,18,1,0,0,68,0,1,40,8,39,8,,[],US/Eastern,US/Eastern,,,,
2022-11-16,0,1,False,5479,9,9,9500,58,0,33,25,21,58,36.2,10,28,35.7,11,30,36.7,5,6,10,60.0,8,17,16,11,2,1.33,10,0,2,8,0,9,3,0,0,14,2,1,28,12,25,12,,[],US/Central,US/Eastern,US/Central,0,0,0
