date,home,away,conference_game,attendance,lead_changes,times_tied,arena_capacity,points,rank,first_half_points,second_half_points,fgm,fga,fg_perc,threes_made,threes_attempted,threes_pct,twos_made,twos_attempted,twos_pct,block_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,total_turnovers,personal_rebounds,player_turnovers,neutral_site,refs,game_time_zone,normal_tz,opp_tz,foulouts,team_tech_fouls,coach_tech_fouls
2022-11-08,0,1,False,9141,2,0,18809,53,0,28,25,20,63,31.7,4,24,16.7,16,39,41.0,5,9,17,52.9,10,14,6,5,1,0.6,16,0,0,7,1,11,3,0,0,22,4,0,27,11,24,10,,[],US/Eastern,US/Eastern,US/Eastern,0,0,0
2022-11-10,1,0,False,813,8,2,3056,84,0,45,39,33,65,50.8,14,28,50.0,19,37,51.4,0,4,8,50.0,7,33,18,7,1,1.8,14,0,17,8,0,23,3,0,0,34,0,3,43,10,40,10,,[],US/Eastern,US/Eastern,,,,
2022-11-17,1,0,False,527,0,0,3056,111,0,60,51,40,64,62.5,17,26,65.4,23,38,60.5,0,14,19,73.7,10,25,23,10,3,1.53,9,0,12,13,0,36,1,0,0,46,0,1,36,15,35,15,,[],US/Eastern,US/Eastern,,,,
