date,home,away,conference_game,attendance,lead_changes,times_tied,arena_capacity,points,rank,first_half_points,second_half_points,fgm,fga,fg_perc,threes_made,threes_attempted,threes_pct,twos_made,twos_attempted,twos_pct,block_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,total_turnovers,personal_rebounds,player_turnovers,neutral_site,refs,game_time_zone,normal_tz,opp_tz,foulouts,team_tech_fouls,coach_tech_fouls
2022-11-08,1,0,False,17755,1,5,35446,90,0,44,46,30,55,54.5,6,12,50.0,24,43,55.8,2,24,31,77.4,7,27,13,8,7,1.0,10,0,18,9,0,15,5,0,0,42,3,2,39,13,34,13,,[],US/Eastern,US/Eastern,US/Eastern,0,0,0
2022-11-16,1,0,False,17836,1,2,35446,68,0,30,38,24,63,38.1,8,25,32.0,16,38,42.1,1,12,15,80.0,10,21,9,8,6,0.69,9,0,5,17,0,16,6,0,0,26,4,2,37,13,31,13,,[],US/Eastern,US/Eastern,US/Eastern,0,0,0
